Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,1H,A,1H-A,CO-PIPO-M-1H-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,NotAFile,10/15/2013 13:42,                   ,,2185 12208 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],342.0000 12084.0000 453.0000 60.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,254.4556,0.718,1.413,2.049,2.2,1.734,1.12,2.134,1.354,1.608,1.291,0.922,0.601,2.031,2.18,2.347,1.861,2.453,1.248,2.77,2.051,2.453,2.495,2.222,2.009,2.598,2.953,2.063,2.769,2.222,2.196,2.351,2.925,1.96,1.883,2.241,1.732,0.824,1.457,1.855,1.605,1.834,1.985,2.094,1.904,2.264,2.814,2.264,2.368,2.411,1.841,1.714,2.518,2.508,1.905,0.876,2.253,2.813,1.881,2.251,2.006,1.88,2.475,1.303,2.145,2.541,2.118,2.981,2.303,2.88,2.406,3.217,3.633,4.109,3.407,2.108,3.661,3.17,3.216,3.169,1.969,2.509,2.667,2.491,3.246,3.179,3.554,3.358,3.647,2.755,2.797,4.143,4.461,4.232,4.208,4.559,4.265,3.734,4.742,3.572,3.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,1H,B,1H-B,CO-PIPO-M-1H-B,,,2013,0,0,0,0,0,107,RINGWIDTH,1,NotAFile,10/15/2013 13:42,                   ,,2185 12208 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1808.0000 11296.0000 1800.0000 152.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,235.8228,0.151,0.843,0.91,0.978,0.951,0.74,1.341,0.632,0.963,0.736,0.464,0.212,0.931,1.122,1.164,1.143,1.428,0.828,1.933,0.882,1.313,1.282,1.111,1.08,1.059,1.078,1.036,1.819,1.502,1.218,1.344,1.575,0.941,1.055,1.029,0.961,0.464,1.201,1.412,1.096,1.254,1.24,1.224,1.119,1.374,1.797,1.811,1.832,1.984,1.853,1.453,1.835,1.606,1.636,0.695,2.001,2.053,1.904,1.923,1.306,1.71,2.036,1.416,1.848,2.079,2.686,3.416,2.094,2.98,2.785,3.369,3.587,3.693,3.213,2.835,3.512,3.766,3.681,3.703,1.926,2.47,3.266,2.591,3.316,3.276,3.609,4.031,3.757,3.224,3.933,4.505,3.727,4.376,3.556,4.358,4.071,2.747,4.376,3.421,2.965,4.423,4.756,4.486,4.249,4.16,2.361,1.987,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,1H,A,1H-A,CO-PIPO-M-1H-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,CO-PIPO-M-1_all.tif,10/15/2013 13:48,                   ,,2185 12208 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],342.0000 12084.0000 453.0000 60.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,254.4556,0.718,1.413,2.049,2.2,1.734,1.12,2.134,1.354,1.608,1.291,0.952,0.571,2.031,2.18,2.347,1.861,2.453,1.248,2.77,2.051,2.453,2.495,2.222,2.009,2.598,2.953,2.063,2.769,2.222,2.196,2.351,2.925,1.96,1.883,2.241,1.732,0.824,1.457,1.855,1.605,1.834,1.985,2.094,1.904,2.264,2.814,2.264,2.368,2.411,1.841,1.714,2.518,2.508,1.905,0.876,2.253,2.813,1.881,2.251,2.006,1.88,2.475,1.303,2.145,2.541,2.118,2.981,2.303,2.88,2.406,3.217,3.633,4.109,3.407,2.108,3.661,3.17,3.216,3.169,1.969,2.509,2.667,2.491,3.246,3.179,3.554,3.358,3.647,2.755,2.797,4.143,4.461,4.232,4.208,4.559,4.265,3.734,4.742,3.572,3.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,1H,B,1H-B,CO-PIPO-M-1H-B,,,2013,0,0,0,0,0,107,RINGWIDTH,1,CO-PIPO-M-1_all.tif,10/15/2013 13:48,                   ,,2185 12208 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1808.0000 11296.0000 1800.0000 152.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,235.8228,0.151,0.843,0.91,0.978,0.951,0.74,1.341,0.632,0.963,0.736,0.464,0.212,0.931,1.122,1.164,1.143,1.428,0.828,1.933,0.882,1.313,1.282,1.111,1.08,1.059,1.078,1.036,1.819,1.502,1.218,1.344,1.575,0.941,1.055,1.029,0.961,0.464,1.201,1.412,1.096,1.254,1.24,1.224,1.119,1.374,1.797,1.811,1.832,1.984,1.853,1.453,1.835,1.606,1.636,0.695,2.001,2.053,1.904,1.923,1.306,1.71,2.036,1.416,1.848,2.079,2.686,3.416,2.094,2.98,2.785,3.369,3.587,3.693,3.213,2.835,3.512,3.766,3.681,3.703,1.926,2.47,3.266,2.591,3.316,3.276,3.609,4.031,3.757,3.224,3.933,4.505,3.727,4.376,3.556,4.358,4.071,2.747,4.376,3.421,2.965,4.423,4.756,4.486,4.249,4.16,2.361,1.987,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,1L,A,1L-A,CO-PIPO-M-1L-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,NotAFile,10/15/2013 14:11,                   ,,2185 12464 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],290.0000 10690.0000 410.0000 220.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,221.5744,0.384,0.725,1.262,1.227,1.164,0.825,1.353,0.952,1.164,0.845,0.907,0.113,0.891,1.044,1.342,0.993,1.452,1.044,1.62,1.162,1.036,1.354,1.285,1.396,1.502,1.375,1.65,1.986,1.436,1.515,2.02,1.62,1.547,1.089,1.385,1.278,0.836,1.786,2.024,1.599,1.601,1.434,1.39,0.905,1.836,1.586,1.418,1.269,1.587,1.173,1.047,1.139,1.29,1.225,0.413,1.699,1.72,1.424,1.673,1.589,1.526,1.51,1.241,1.348,2.003,2.062,2.957,2.199,2.08,2.058,3.114,2.777,2.626,2.757,2.465,2.71,3.586,2.935,2.837,2.127,2.603,2.911,2.638,3.608,3.88,4.3,4.282,4.101,3.687,3.887,4.509,5.786,3.593,5.668,6.14,5.605,5.385,4.153,2.706,1.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,1L,B,1L-B,CO-PIPO-M-1L-B,,,2013,0,0,0,0,0,102,RINGWIDTH,1,NotAFile,10/15/2013 14:11,                   ,,2185 12464 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1828.0000 10660.0000 1876.0000 430.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,216.4836,0.302,0.722,1.14,0.966,0.863,0.861,1.013,0.994,1.12,0.952,1.058,0.441,1.002,1.127,1.312,0.852,1.356,0.985,1.481,1.354,1.354,1.862,1.587,1.967,1.481,1.728,1.875,2.086,1.27,1.778,2.137,1.522,1.474,0.861,1.402,1.465,0.951,1.732,1.879,1.436,1.352,1.352,1.227,1.119,1.97,1.967,1.629,1.524,1.587,1.1,0.931,1.354,1.417,1.333,0.614,1.523,1.692,1.417,1.333,1.629,1.693,1.481,1.324,1.412,1.921,1.583,2.745,2.09,1.985,1.735,2.729,2.409,2.687,2.229,1.789,2.367,3.355,2.856,2.579,1.774,1.561,2.407,2.958,2.931,3.427,3.245,4.222,2.941,3.498,3.669,5.167,5.786,4.247,3.482,3.902,3.762,4.204,4.384,3.486,3.027,2.492,1.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,2H,A,2H-A,CO-PIPO-M-2H-A,,,2013,0,0,0,0,0,116,RINGWIDTH,1,NotAFile,10/15/2013 14:41,                   ,,2185 12464 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],310.5000 10440.0000 283.5000 1313.5000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,193.1304,0.484,0.754,1.012,1.117,1.1,0.611,1.068,0.976,1.43,0.656,1.058,1.393,0.73,1.796,1.189,1.325,0.472,1.516,1.104,0.31,0.864,1.161,0.844,1.369,1.249,1.664,1.316,1.522,1.48,1.203,1.375,0.854,1.261,1.629,0.55,1.222,1.585,1.226,1.149,1.411,1.48,1.093,1.329,1.291,1.098,0.212,0.916,1.099,1.1,0.529,0.832,1.2,0.952,0.233,0.93,1.12,0.852,0.796,1.141,0.753,1.12,0.555,0.696,1.115,0.868,1.109,0.777,1.183,1.137,1.087,1.129,1.176,1.141,0.906,1.176,1.769,1.007,1.932,0.925,1.055,1.692,1.608,1.163,2.079,1.852,1.947,2.325,1.621,2.04,2.079,1.789,2.906,3.182,2.56,3.06,2.048,3.971,3.504,3.68,2.91,3.85,4.104,3.615,3.884,4.376,3.834,4.605,4.782,2.948,2.383,2.137,2.074,3.746,5.98,3.82,0.781,,,,,,,,,,,,,,,
CO,PIPO,M,2H,B,2H-B,CO-PIPO-M-2H-B,,,2013,0,0,0,0,0,112,RINGWIDTH,1,NotAFile,10/15/2013 14:41,                   ,,2185 12464 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1792.0000 9968.0000 1780.0000 612.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,197.9863,0.282,0.865,1.333,0.995,1.164,0.803,1.416,0.887,1.389,1.254,0.91,1.032,1.348,1.312,1.248,1.418,0.526,1.12,0.784,0.218,0.514,0.782,0.719,0.176,0.86,1.058,1.072,1.381,1.414,1.1,1.264,1.287,1.394,0.762,1.162,1.477,0.548,1.011,1.727,1.585,1.099,0.84,1.393,0.909,1.403,1.303,1.121,0.952,1.326,1.001,0.549,0.866,1.097,0.845,0.317,1.014,1.351,0.788,1.198,1.162,0.952,1.354,0.74,0.762,1.375,0.968,0.924,0.864,1.285,1.111,1.46,1.092,1.332,1.239,1.076,0.993,1.754,1.374,1.142,0.888,0.971,1.432,1.198,1.647,1.629,1.941,2.135,2.575,2.07,2.737,2.511,2.47,3.596,3.318,4.097,3.191,3.355,4.544,4.294,4.206,2.978,4.411,4.505,3.962,4.354,1.105,3.492,5.13,5.965,6.327,10.56,1.727,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,2L,A,2L-A,CO-PIPO-M-2L-A,,,2013,0,0,0,0,0,107,RINGWIDTH,1,NotAFile,10/15/2013 15:01,                   ,,2185 12090 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],320.0000 9440.0000 370.0000 90.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,197.862,0.25,1.043,0.899,1.235,0.98,0.901,1.374,1.13,1.245,0.655,0.657,0.319,0.976,1.255,1.795,1.234,1.575,1.394,1.983,1.272,1.411,1.514,1.522,1.549,1.831,1.746,1.904,2.508,2.245,1.879,2.282,2.214,2.15,1.135,1.653,1.658,1.014,1.371,1.784,1.379,1.383,0.828,0.753,0.664,0.773,0.877,0.796,0.915,0.839,0.455,0.355,0.436,0.728,0.6,0.399,0.669,0.769,0.437,0.832,0.873,0.873,0.936,0.707,0.689,0.919,0.737,1.021,0.859,1.048,1.048,1.85,1.433,1.876,0.97,1.342,1.745,1.374,1.481,1.312,1.31,0.99,1.513,1.886,2.177,2.259,1.644,2.757,2.102,2.219,2.303,2.986,2.311,3.659,2.82,3.108,3.29,2.678,4.333,3.414,4.744,4.112,4.222,4.461,4.123,4.875,4.901,5.19,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,2L,B,2L-B,CO-PIPO-M-2L-B,,,2013,0,0,0,0,0,106,RINGWIDTH,1,NotAFile,10/15/2013 15:01,                   ,,2185 12090 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1800.0000 10960.0000 1720.0000 150.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,228.761,0.239,1.065,0.748,0.984,1.057,0.67,1.094,0.767,1.159,0.751,0.802,0.347,1.182,1.434,1.416,1.175,1.491,1.245,2.078,1.363,1.417,1.626,1.48,1.955,1.496,1.668,2.093,2.603,1.966,2.052,2.222,2.706,2.2,1.861,2.105,2.251,1.498,2.404,2.443,1.945,1.879,1.289,1.034,0.949,1.078,1.16,1.12,0.758,1.368,0.802,0.717,0.78,1.118,0.759,0.55,1.016,1.438,0.776,0.839,1.006,0.795,1.238,0.839,0.785,1.249,0.8,1.206,0.842,1.248,1.179,1.749,1.501,1.958,1.433,1.638,1.94,1.55,1.457,1.605,1.052,0.862,1.246,2.242,2.5,2.691,2.189,2.986,2.676,1.713,2.678,2.423,2.83,4.009,2.455,4.102,3.325,3.354,4.458,3.853,5.003,3.453,5.001,6.253,4.98,4.135,0.184,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,3L,A,3L-A,CO-PIPO-M-3L-A,,,2013,0,0,0,0,0,105,RINGWIDTH,1,NotAFile,10/15/2013 15:17,                   ,,2185 13094 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],304.0000 9312.0000 344.0000 512.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,186.2223,0.2,0.317,0.486,0.443,0.59,0.422,0.656,0.359,0.498,0.246,0.501,0.317,0.428,0.799,0.465,0.803,0.486,0.994,0.656,0.635,0.846,0.719,0.973,0.739,0.975,0.973,1.1,0.824,0.909,1.182,1.099,1.054,0.622,0.866,0.845,0.464,0.82,1.131,0.855,0.864,0.867,0.888,0.846,1.311,1.414,1.689,1.248,1.46,1.226,0.823,0.886,0.42,0.977,1.197,0.777,1.554,2.309,1.608,1.978,1.945,1.902,1.707,1.601,1.517,2.32,1.795,2.306,1.627,1.795,1.878,0.634,2.264,2.348,2.898,2.221,2.073,2.349,3.026,2.369,2.369,1.947,2.349,3.059,2.743,0.928,2.433,3.513,2.772,3.467,3.839,2.977,2.779,3,2.744,4.428,3.149,4.719,4.112,3.352,6.404,4.511,4.13,2.622,6.104,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,3L,B,3L-B,CO-PIPO-M-3L-B,,,2013,0,0,0,0,0,101,RINGWIDTH,1,NotAFile,10/15/2013 15:17,                   ,,2185 13094 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1740.0000 9120.0000 1740.0000 430.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,183.8926,0.294,0.487,0.635,0.57,0.697,0.464,0.676,0.338,0.485,0.275,0.528,0.381,0.487,0.952,0.74,1.1,0.698,1.163,0.83,1.027,1.036,0.948,1.222,0.844,1.12,1.034,1.414,0.929,0.95,1.543,1.482,1.026,0.686,0.885,0.852,0.393,0.929,1.318,0.942,1.18,0.977,0.95,0.877,1.236,1.587,2.048,1.375,1.375,1.224,0.761,0.885,0.366,1.156,1.608,0.83,1.787,2.533,1.457,2.005,1.921,2.248,2.102,1.77,1.752,2.244,1.655,2.806,1.767,1.887,1.75,0.588,2.152,1.799,1.674,2.294,2.027,2.081,2.571,2.177,2.491,1.652,2.028,2.769,1.981,0.708,2.049,2.604,2.382,2.63,2.753,2.388,2.34,2.806,2.635,4.651,3.727,5.361,3.575,3.564,7.646,2.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,PIPO,M,3H,A,3H-A,CO-PIPO-M-3H-A,,,2013,0,0,0,0,0,130,RINGWIDTH,1,NotAFile,10/15/2013 15:36,                   ,,2185 13094 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],350.0000 6960.0000 210.0000 320.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,140.5428,0.346,0.676,0.658,0.653,0.513,0.332,0.402,0.38,0.395,0.385,0.378,0.205,0.273,0.264,0.493,0.39,0.431,0.287,0.54,0.341,0.39,0.413,0.427,0.528,0.274,0.561,0.784,1.194,0.69,0.647,0.796,0.756,0.607,0.331,0.367,0.388,0.246,0.305,0.433,0.252,0.463,0.381,0.32,0.378,0.55,0.571,0.764,0.676,0.825,0.562,0.358,0.484,0.557,0.274,0.134,0.09,0.126,0.162,0.379,0.483,0.571,0.462,0.481,0.84,0.745,0.755,0.464,0.656,0.74,1.029,0.609,1.005,1.05,0.756,0.74,1.071,0.825,1.141,0.57,0.758,0.884,0.846,1.079,1.184,0.953,1.128,1.036,1.118,1.305,1.562,1.541,2.09,2.048,2.385,1.585,1.756,2.031,1.819,2.391,1.375,1.967,2.285,2.172,1.906,2.472,2.66,2.868,2.452,1.618,1.894,0.99,1.433,1.24,1.202,2.072,2.285,1.142,1.735,1.819,1.883,1.925,2.518,2.237,2.004,2.081,2.625,2.414,2.658,2.37,2.568,
